"","Origin.City","Origin.State","Destination.City","Destination.State","Class","Age","Gender","Type.of.Travel","Price.Sensitivity","Year.of.First.Flight","Flights.Per.Year","Flyer.Status","Total.Frequent.Flyer.Accounts","Loyalty","Likelihood.to.Recommend","Shopping.at.Airport","Eating.and.Drinking.at.Airport","Partner.Code","Partner.Name","Flight.Cancelled","Month.of.Flight","Day.of.Flight","Scheduled.Time.of.Departure","Departure.Delay.In.Minutes","Arrival.Delay.in.Minutes","Flight.Duration.in.Minutes","Flight.Distance","Origin.Longitude","Origin.Latitude","Destination.Longitude","Destination.Latitude","Comments"
"1391","Washington","Virginia","Miami","Florida","Eco",37,"Female","Business travel",2,2008,29,"Blue",2,-0.381,10,30,90,"AA","Paul Smith Airlines Inc.","No",3,27,14,0,10,131,919,-77.1897,38.8974,-80.2314,26.1756,NA
"1392","Chicago","Illinois","Huntsville","Alabama","Eco Plus",29,"Female","Business travel",1,2003,16,"Silver",0,-0.5238,9,10,75,"MQ","EnjoyFlying Air Services","No",3,3,20,18,19,79,510,-87.8954,41.8271,-86.6378,34.7414,NA
"1393","New York","New York","San Francisco","California","Eco",39,"Male","Business travel",2,2011,24,"Silver",0,-0.4545,8,60,185,"OU","Oursin Airlines Inc.","No",2,12,18,43,57,372,2586,-73.9702,40.7184,-122.1585,37.6712,NA
"1394","Columbus","Ohio","Chicago","Illinois","Eco",78,"Female","Personal Travel",1,2003,27,"Blue",0,-0.6875,8,0,90,"WN","Cheapseats Airlines Inc.","No",3,19,14,0,3,55,283,-82.9685,40.0212,-87.8954,41.8271,NA
"1395","Amarillo","Texas","Denver","Colorado","Eco",51,"Male","Personal Travel",1,2008,43,"Blue",3,-0.6226,2,0,10,"WN","Cheapseats Airlines Inc.","No",1,7,15,70,67,57,359,-101.8491,35.1975,-104.9551,39.7108,NA
"1396","Atlanta","Georgia","Mobile","Alabama","Business",30,"Male","Business travel",2,2008,2,"Blue",0,0.3333,10,10,100,"EV","FlyFast Airways Inc.","No",2,3,14,0,0,59,302,-84.3319,33.8241,-88.1635,30.6674,NA
"1397","Houston","Texas","Lafayette","Louisiana","Eco",58,"Female","Personal Travel",2,2003,23,"Gold",0,-0.7037,3,0,15,"EV","FlyFast Airways Inc.","No",2,13,20,0,1,32,201,-95.3935,29.7843,-92.0133,30.1654,NA
"1398","Detroit","Michigan","Los Angeles","California","Eco",36,"Female","Business travel",1,2009,39,"Gold",2,0.0127,9,0,20,"DL","Sigma Airlines Inc.","No",2,28,17,0,17,298,1979,-83.2276,42.49,-118.1043,33.9827,NA
"1399","Charlotte","North Carolina","Pittsburgh","Pennsylvania","Business",59,"Female","Business travel",1,2011,15,"Blue",0,-0.5,7,0,50,"US","Southeast Airlines Co.","No",2,5,19,0,0,56,366,-80.8158,35.2497,-79.951,40.457,NA
"1400","San Diego","California","San Francisco","California","Eco",35,"Female","Business travel",1,2004,38,"Silver",3,-0.2459,6,70,30,"WN","Cheapseats Airlines Inc.","No",1,12,11,0,0,69,447,-117.1288,32.9287,-122.1585,37.6712,NA
"1401","San Juan","Puerto Rico","New York","New York","Eco",34,"Female","Business travel",1,2012,3,"Silver",3,0.5714,10,0,55,"AA","Paul Smith Airlines Inc.","No",2,19,8,0,0,212,1598,-66.1162,18.2882,-73.9702,40.7184,NA
"1402","Washington","Virginia","Albuquerque","New Mexico","Business",25,"Female","Personal Travel",2,2007,21,"Silver",0,-0.6154,8,0,105,"OU","Oursin Airlines Inc.","No",3,17,17,10,39,242,1628,-77.1897,38.8974,-106.6281,35.1434,NA
"1403","Las Vegas","Nevada","Tucson","Arizona","Eco",65,"Female","Business travel",2,2009,22,"Blue",0,-0.4194,10,0,90,"WN","Cheapseats Airlines Inc.","No",1,4,13,154,143,51,365,-115.1672,36.1349,-110.9461,32.2549,NA
"1404","Los Angeles","California","San Francisco","California","Eco",17,"Male","Mileage tickets",2,2012,15,"Blue",1,-0.6667,6,0,10,"OU","Oursin Airlines Inc.","No",1,3,8,0,26,55,337,-118.1043,33.9827,-122.1585,37.6712,NA
"1405","Denver","Colorado","Phoenix","Arizona","Eco",80,"Female","Personal Travel",2,2011,28,"Blue",0,-0.6,6,90,195,"US","Southeast Airlines Co.","No",3,3,14,0,0,84,602,-104.9551,39.7108,-111.97,33.4941,NA
"1406","San Diego","California","Charlotte","North Carolina","Eco",39,"Female","Business travel",1,2008,30,"Blue",2,-0.3636,9,0,40,"US","Southeast Airlines Co.","No",3,23,22,0,0,216,2077,-117.1288,32.9287,-80.8158,35.2497,NA
"1407","Minneapolis","Minnesota","Cleveland","Ohio","Eco",54,"Male","Business travel",1,2005,0,"Silver",0,1,9,0,45,"OO","Northwest Business Airlines Inc.","No",3,18,10,0,0,84,622,-93.2798,44.9782,-81.6054,41.4436,NA
"1408","Washington","Virginia","Boston","Massachusetts","Eco",77,"Female","Personal Travel",1,2004,16,"Gold",0,-0.4545,6,0,10,"B6","OnlyJets Airlines Inc.","No",2,25,20,0,0,60,399,-77.1897,38.8974,-71.1407,42.3731,NA
"1409","San Francisco","California","Las Vegas","Nevada","Eco",49,"Female","Business travel",1,2006,12,"Blue",0,-0.5,7,0,60,"OU","Oursin Airlines Inc.","No",3,7,10,0,0,62,414,-122.1585,37.6712,-115.1672,36.1349,NA
"1410","Fresno","California","Los Angeles","California","Eco",43,"Female","Business travel",1,2006,21,"Blue",0,-0.6154,9,0,30,"OO","Northwest Business Airlines Inc.","No",3,14,14,7,11,48,209,-119.7611,36.7878,-118.1043,33.9827,NA
"1411","Reno","Nevada","Las Vegas","Nevada","Eco Plus",40,"Female","Business travel",1,2007,2,"Blue",0,0.6364,9,0,45,"WN","Cheapseats Airlines Inc.","No",3,2,12,0,0,53,345,-119.7959,39.5326,-115.1672,36.1349,NA
"1412","Pittsburgh","Pennsylvania","Orlando","Florida","Eco",25,"Male","Business travel",2,2008,15,"Silver",0,-0.3636,8,0,30,"WN","Cheapseats Airlines Inc.","No",1,8,19,0,21,122,834,-79.951,40.457,-81.4112,28.5844,NA
"1413","Chicago","Illinois","Cleveland","Ohio","Eco",65,"Male","Business travel",0,2010,0,"Blue",0,1,4,0,55,"WN","Cheapseats Airlines Inc.","Yes",1,4,19,15.2988083416087,15.6108232011162,115.183775164441,307,-87.8954,41.8271,-81.6054,41.4436,NA
"1414","San Jose","California","Austin","Texas","Eco",42,"Male","Business travel",1,2010,28,"Silver",0,-0.5135,9,0,30,"WN","Cheapseats Airlines Inc.","No",3,16,19,13,13,182,1476,-121.9451,37.3298,-97.7615,30.3585,NA
"1415","San Jose","California","Las Vegas","Nevada","Eco",48,"Male","Business travel",2,2005,12,"Blue",0,-0.2632,6,0,0,"WN","Cheapseats Airlines Inc.","No",1,6,6,0,0,63,386,-121.9451,37.3298,-115.1672,36.1349,NA
"1416","Denver","Colorado","San Francisco","California","Eco",43,"Male","Mileage tickets",2,2011,15,"Silver",2,0.1429,9,0,160,"WN","Cheapseats Airlines Inc.","No",1,1,15,24,62,134,967,-104.9551,39.7108,-122.1585,37.6712,NA
"1417","Washington","Virginia","Sacramento","California","Eco",74,"Female","Mileage tickets",2,2009,8,"Blue",0,-0.2308,7,60,30,"OU","Oursin Airlines Inc.","No",3,20,17,0,37,349,2358,-77.1897,38.8974,-121.3247,38.6386,NA
"1418","Charlotte","North Carolina","Syracuse","New York","Eco",63,"Male","Business travel",1,2012,45,"Silver",0,-0.7308,9,30,30,"US","Southeast Airlines Co.","No",3,10,16,0,0,85,603,-80.8158,35.2497,-76.164,43.0904,NA
"1419","San Jose","California","Kahului","Hawaii","Eco",37,"Female","Business travel",2,2003,7,"Blue",2,-0.1667,6,35,0,"AS","FlyToSun Airlines Inc.","No",3,13,9,0,0,271,2355,-121.9451,37.3298,-156.4779,20.8864,NA
"1420","Las Vegas","Nevada","Salt Lake City","Utah","Eco",30,"Male","Business travel",1,2004,25,"Blue",1,-0.9231,8,90,75,"DL","Sigma Airlines Inc.","No",2,18,13,22,11,52,368,-115.1672,36.1349,-111.9295,40.6408,NA
"1421","Detroit","Michigan","Charlotte","North Carolina","Eco",50,"Female","Business travel",1,2006,3,"Blue",1,0.4545,8,30,15,"US","Southeast Airlines Co.","No",3,17,10,0,15,109,500,-83.2276,42.49,-80.8158,35.2497,NA
"1422","New York","New York","Boston","Massachusetts","Eco",41,"Male","Business travel",0,2011,28,"Blue",1,-0.75,4,0,58,"B6","OnlyJets Airlines Inc.","No",1,11,13,274,310,44,187,-73.9702,40.7184,-71.1407,42.3731,NA
"1423","Atlanta","Georgia","Little Rock","Arkansas","Eco",51,"Male","Business travel",1,2003,17,"Silver",1,-0.2593,10,0,40,"DL","Sigma Airlines Inc.","No",2,8,16,0,0,72,453,-84.3319,33.8241,-92.3212,34.7566,NA
"1424","San Antonio","Texas","Detroit","Michigan","Eco",17,"Male","Business travel",1,2003,33,"Blue",1,-0.8857,4,0,15,"EV","FlyFast Airways Inc.","No",1,14,17,48,27,137,1214,-98.4754,29.5144,-83.2276,42.49,NA
"1425","Charlotte","North Carolina","Denver","Colorado","Eco",31,"Male","Business travel",1,2004,21,"Silver",0,-0.4483,8,0,30,"US","Southeast Airlines Co.","No",1,15,18,7,0,188,1337,-80.8158,35.2497,-104.9551,39.7108,NA
"1426","Denver","Colorado","San Diego","California","Eco",49,"Female","Mileage tickets",1,2010,27,"Blue",0,-0.8621,6,0,0,"F9","GoingNorth Airlines Inc.","No",1,31,13,30,30,124,853,-104.9551,39.7108,-117.1288,32.9287,NA
"1427","Chicago","Illinois","Green Bay","Wisconsin","Eco Plus",31,"Female","Business travel",0,2003,13,"Blue",2,-0.0833,10,0,130,"MQ","EnjoyFlying Air Services","No",1,18,10,4,10,34,173,-87.8954,41.8271,-88.0395,44.5072,NA
"1428","Buffalo","New York","Washington","Virginia","Eco",34,"Female","Business travel",1,2009,12,"Blue",3,0.2258,9,0,30,"EV","FlyFast Airways Inc.","No",3,27,19,0,0,46,283,-78.8237,42.9249,-77.1897,38.8974,NA
"1429","Denver","Colorado","Gunnison","Colorado","Eco",76,"Male","Business travel",2,2003,23,"Gold",1,-0.9167,4,0,60,"OO","Northwest Business Airlines Inc.","No",1,16,11,8,0,30,152,-104.9551,39.7108,-106.9355,38.5433,NA
"1430","Denver","Colorado","Portland","Oregon","Business",48,"Female","Business travel",1,2010,13,"Gold",0,-0.1304,6,0,30,"OO","Northwest Business Airlines Inc.","No",1,20,8,0,4,151,991,-104.9551,39.7108,-122.6511,45.5204,NA
"1431","Los Angeles","California","Chicago","Illinois","Eco Plus",19,"Female","Personal Travel",1,2003,37,"Blue",4,-0.7619,4,30,30,"AA","Paul Smith Airlines Inc.","No",2,3,8,0,0,193,1744,-118.1043,33.9827,-87.8954,41.8271,NA
"1432","Washington","Virginia","Houston","Texas","Eco",42,"Female","Business travel",1,2010,11,"Silver",0,-0.0476,9,0,55,"OU","Oursin Airlines Inc.","No",2,3,8,1,20,186,1190,-77.1897,38.8974,-95.3935,29.7843,NA
"1433","Dallas","Texas","Houston","Texas","Eco",78,"Male","Personal Travel",1,2005,53,"Blue",0,-0.7377,7,0,60,"WN","Cheapseats Airlines Inc.","No",1,16,11,0,0,45,239,-96.972,32.8127,-95.3935,29.7843,NA
"1434","Jacksonville","Florida","Washington","Virginia","Eco",50,"Male","Business travel",1,2009,12,"Blue",0,-0.1429,3,60,30,"EV","FlyFast Airways Inc.","No",2,7,14,9,0,85,630,-81.6427,30.2401,-77.1897,38.8974,NA
"1435","Orlando","Florida","Chicago","Illinois","Eco",21,"Female","Mileage tickets",2,2008,25,"Blue",2,-0.2195,9,0,65,"OU","Oursin Airlines Inc.","No",1,12,11,1,0,148,1005,-81.4112,28.5844,-87.8954,41.8271,NA
"1436","Springfield","Missouri","Denver","Colorado","Eco",71,"Female","Personal Travel",1,2012,67,"Blue",0,-0.942,3,0,0,"EV","FlyFast Airways Inc.","No",1,2,8,17,28,103,637,-93.2871,37.1489,-104.9551,39.7108,NA
"1437","Monroe","Louisiana","Houston","Texas","Eco",29,"Female","Mileage tickets",2,2010,26,"Blue",1,-0.3,7,45,30,"EV","FlyFast Airways Inc.","No",1,2,6,11,1,50,262,-92.1172,32.521,-95.3935,29.7843,NA
"1438","Indianapolis","Indiana","Las Vegas","Nevada","Eco",39,"Male","Business travel",1,2011,4,"Blue",2,0.2,9,10,30,"WN","Cheapseats Airlines Inc.","No",3,3,8,0,0,217,1590,-86.1455,39.8113,-115.1672,36.1349,NA
"1439","Kansas City","Missouri","San Diego","California","Eco",64,"Female","Personal Travel",1,2003,18,"Blue",0,-0.44,4,1,65,"WN","Cheapseats Airlines Inc.","No",3,13,14,3,0,187,1334,-94.5949,39.0398,-117.1288,32.9287,NA
"1440","Baltimore","Maryland","Charlotte","North Carolina","Eco",72,"Male","Personal Travel",2,2004,40,"Blue",0,-0.6,7,0,30,"US","Southeast Airlines Co.","No",1,26,6,0,0,60,361,-76.6478,39.2341,-80.8158,35.2497,NA
"1441","Chicago","Illinois","Tampa","Florida","Eco",16,"Male","Mileage tickets",1,2006,44,"Blue",3,-0.913,8,0,0,"AA","Paul Smith Airlines Inc.","No",2,15,19,0,0,122,1012,-87.8954,41.8271,-82.5132,28.0062,NA
"1442","Idaho Falls","Idaho","Salt Lake City","Utah","Business",77,"Male","Personal Travel",1,2006,34,"Silver",0,-0.6585,9,70,135,"OO","Northwest Business Airlines Inc.","No",3,13,6,0,0,34,188,-112.0008,43.4952,-111.9295,40.6408,NA
"1443","Kahului","Hawaii","Los Angeles","California","Eco",38,"Female","Business travel",1,2003,16,"Platinum",2,0.4576,8,0,90,"DL","Sigma Airlines Inc.","No",1,9,13,3,0,296,2486,-156.4779,20.8864,-118.1043,33.9827,NA
"1444","Memphis","Tennessee","Atlanta","Georgia","Eco",55,"Male","Business travel",1,2010,18,"Blue",4,-0.5,9,0,175,"DL","Sigma Airlines Inc.","No",2,13,16,0,6,48,332,-89.9179,35.0951,-84.3319,33.8241,NA
"1445","Atlanta","Georgia","Seattle","Washington","Eco",52,"Male","Business travel",1,2004,7,"Blue",0,-0.75,8,110,90,"DL","Sigma Airlines Inc.","No",1,9,8,1,0,294,2182,-84.3319,33.8241,-122.2747,47.4684,NA
"1446","Boston","Massachusetts","Phoenix","Arizona","Eco",52,"Female","Personal Travel",1,2008,1,"Blue",2,0.8,9,0,45,"US","Southeast Airlines Co.","No",1,4,18,11,3,327,2300,-71.1407,42.3731,-111.97,33.4941,NA
"1447","Denver","Colorado","Las Vegas","Nevada","Eco",16,"Female","Personal Travel",2,2011,24,"Blue",2,-0.8462,4,300,40,"F9","GoingNorth Airlines Inc.","No",1,30,17,41,96,107,628,-104.9551,39.7108,-115.1672,36.1349,NA
"1448","Key West","Florida","Atlanta","Georgia","Eco",44,"Female","Business travel",2,2004,10,"Gold",0,-0.1765,9,0,150,"DL","Sigma Airlines Inc.","No",1,25,16,0,1,103,646,-81.7515,24.5696,-84.3319,33.8241,NA
"1449","Miami","Florida","Atlanta","Georgia","Eco",64,"Male","Personal Travel",2,2005,20,"Blue",0,-0.6,7,0,55,"DL","Sigma Airlines Inc.","No",3,14,14,1,0,90,594,-80.2314,26.1756,-84.3319,33.8241,NA
"1450","Phoenix","Arizona","Los Angeles","California","Eco",22,"Female","Business travel",2,2012,16,"Blue",0,-0.6842,6,10,20,"US","Southeast Airlines Co.","No",3,2,8,4,8,62,370,-111.97,33.4941,-118.1043,33.9827,NA
"1451","Milwaukee","Wisconsin","Houston","Texas","Eco",54,"Male","Personal Travel",1,2008,6,"Blue",2,-0.5,9,0,15,"OO","Northwest Business Airlines Inc.","No",2,2,5,118,135,160,984,-88.1005,43.0557,-95.3935,29.7843,NA
"1452","San Jose","California","Los Angeles","California","Eco",31,"Female","Business travel",2,2004,42,"Blue",4,-0.8667,4,144,2,"OO","Northwest Business Airlines Inc.","No",2,12,19,0,0,49,308,-121.9451,37.3298,-118.1043,33.9827,NA
"1453","Los Angeles","California","San Francisco","California","Eco",47,"Male","Mileage tickets",2,2011,32,"Blue",2,-0.561,6,0,0,"AA","Paul Smith Airlines Inc.","No",3,17,15,10,7,57,337,-118.1043,33.9827,-122.1585,37.6712,NA
"1454","Kansas City","Missouri","Las Vegas","Nevada","Eco",32,"Female","Personal Travel",1,2012,10,"Silver",3,0.2,6,30,180,"WN","Cheapseats Airlines Inc.","No",3,28,15,0,5,164,1139,-94.5949,39.0398,-115.1672,36.1349,NA
"1455","Denver","Colorado","Baltimore","Maryland","Eco",41,"Male","Personal Travel",2,2005,48,"Blue",0,-0.7455,6,0,0,"WN","Cheapseats Airlines Inc.","No",2,19,15,0,0,170,1491,-104.9551,39.7108,-76.6478,39.2341,NA
"1456","Amarillo","Texas","Denver","Colorado","Eco",43,"Male","Business travel",1,2003,29,"Platinum",0,-0.7059,10,150,55,"WN","Cheapseats Airlines Inc.","No",3,13,9,33,26,58,359,-101.8491,35.1975,-104.9551,39.7108,NA
"1457","Milwaukee","Wisconsin","Atlanta","Georgia","Eco",62,"Male","Personal Travel",1,2004,21,"Blue",0,-0.5556,3,0,195,"DL","Sigma Airlines Inc.","No",3,11,10,0,0,92,669,-88.1005,43.0557,-84.3319,33.8241,NA
"1458","Minneapolis","Minnesota","Atlanta","Georgia","Business",47,"Female","Personal Travel",2,2006,28,"Blue",0,-0.8667,5,120,70,"DL","Sigma Airlines Inc.","No",3,14,7,0,0,117,907,-93.2798,44.9782,-84.3319,33.8241,NA
"1459","El Paso","Texas","Phoenix","Arizona","Eco",45,"Female","Business travel",2,2004,0,"Silver",2,1,8,145,55,"OO","Northwest Business Airlines Inc.","No",2,12,18,0,9,55,347,-106.389,31.7802,-111.97,33.4941,NA
"1460","Boston","Massachusetts","Phoenix","Arizona","Eco",51,"Female","Personal Travel",2,2010,25,"Blue",0,-0.4286,4,0,45,"US","Southeast Airlines Co.","No",3,13,19,8,1,322,2300,-71.1407,42.3731,-111.97,33.4941,NA
"1461","St. George","Utah","Denver","Colorado","Eco",45,"Female","Personal Travel",2,2010,2,"Blue",1,0.8519,9,93,45,"OO","Northwest Business Airlines Inc.","No",3,4,13,0,0,72,517,-113.5674,37.1056,-104.9551,39.7108,NA
"1462","Indianapolis","Indiana","Baltimore","Maryland","Eco",35,"Male","Business travel",0,2008,20,"Blue",2,0.0909,10,10,60,"WN","Cheapseats Airlines Inc.","No",1,4,7,20,18,67,516,-86.1455,39.8113,-76.6478,39.2341,NA
"1463","Orlando","Florida","Atlanta","Georgia","Eco",62,"Male","Business travel",1,2008,16,"Gold",0,-0.28,9,60,230,"DL","Sigma Airlines Inc.","No",3,5,5,0,0,61,404,-81.4112,28.5844,-84.3319,33.8241,NA
"1464","Tampa","Florida","Philadelphia","Pennsylvania","Eco",34,"Female","Personal Travel",1,2010,12,"Blue",3,0.2727,4,95,30,"WN","Cheapseats Airlines Inc.","No",1,28,9,0,0,119,920,-82.5132,28.0062,-75.2984,39.9733,NA
"1465","Chicago","Illinois","Pittsburgh","Pennsylvania","Eco",30,"Male","Business travel",1,2005,34,"Blue",0,-0.5814,9,0,60,"WN","Cheapseats Airlines Inc.","No",2,18,20,15,0,59,402,-87.8954,41.8271,-79.951,40.457,NA
"1466","New York","New York","Cleveland","Ohio","Eco",48,"Male","Mileage tickets",1,2003,15,"Blue",2,0.4444,9,0,50,"MQ","EnjoyFlying Air Services","No",3,7,18,0,0,62,419,-73.9702,40.7184,-81.6054,41.4436,NA
"1467","Chicago","Illinois","New Orleans","Louisiana","Eco",52,"Male","Business travel",2,2010,41,"Blue",0,-0.6078,9,0,30,"WN","Cheapseats Airlines Inc.","No",3,5,19,2,0,117,825,-87.8954,41.8271,-90.1437,29.9547,NA
"1468","Sacramento","California","Atlanta","Georgia","Eco Plus",17,"Male","Personal Travel",2,2012,28,"Blue",1,-0.6,3,37,3,"DL","Sigma Airlines Inc.","No",1,18,12,0,9,240,2092,-121.3247,38.6386,-84.3319,33.8241,NA
"1469","Seattle","Washington","Chicago","Illinois","Eco",73,"Female","Personal Travel",1,2006,50,"Blue",0,-0.8519,6,0,5,"AA","Paul Smith Airlines Inc.","No",2,13,14,0,0,191,1721,-122.2747,47.4684,-87.8954,41.8271,NA
"1470","Miami","Florida","Houston","Texas","Eco",22,"Female","Mileage tickets",2,2003,19,"Blue",1,-0.1515,6,14,0,"OU","Oursin Airlines Inc.","No",3,2,18,17,3,143,964,-80.2314,26.1756,-95.3935,29.7843,NA
"1471","Atlanta","Georgia","Salt Lake City","Utah","Eco",41,"Male","Personal Travel",2,2007,27,"Blue",0,-0.8,9,0,10,"DL","Sigma Airlines Inc.","No",3,4,8,2,0,227,1590,-84.3319,33.8241,-111.9295,40.6408,NA
"1472","Minneapolis","Minnesota","Phoenix","Arizona","Eco",66,"Male","Personal Travel",1,2003,11,"Blue",0,-0.5714,2,0,155,"WN","Cheapseats Airlines Inc.","No",1,20,11,2,0,172,1276,-93.2798,44.9782,-111.97,33.4941,NA
"1473","Chicago","Illinois","Washington","Virginia","Eco",70,"Female","Business travel",1,2003,39,"Blue",0,-0.5918,7,0,50,"WN","Cheapseats Airlines Inc.","No",3,7,13,7,12,86,577,-87.8954,41.8271,-77.1897,38.8974,NA
"1474","San Diego","California","Las Vegas","Nevada","Eco",44,"Male","Business travel",1,2011,16,"Blue",1,-0.4545,9,65,65,"WN","Cheapseats Airlines Inc.","No",3,27,20,0,0,53,258,-117.1288,32.9287,-115.1672,36.1349,NA
"1475","Phoenix","Arizona","San Jose","California","Eco",48,"Female","Personal Travel",1,2005,4,"Silver",0,-0.6,7,0,60,"WN","Cheapseats Airlines Inc.","No",1,15,19,40,33,89,621,-111.97,33.4941,-121.9451,37.3298,NA
"1476","Tampa","Florida","Miami","Florida","Eco",51,"Male","Business travel",0,2010,8,"Gold",2,0.1111,9,0,65,"AA","Paul Smith Airlines Inc.","No",3,5,15,0,0,39,204,-82.5132,28.0062,-80.2314,26.1756,NA
"1477","San Francisco","California","Atlanta","Georgia","Eco",57,"Female","Business travel",1,2005,16,"Blue",0,-0.3333,10,90,135,"FL","FlyHere Airways","No",1,15,23,0,0,236,2139,-122.1585,37.6712,-84.3319,33.8241,NA
"1478","Atlanta","Georgia","Charleston","South Carolina","Eco",33,"Male","Business travel",1,2006,4,"Blue",0,-0.6,9,0,40,"DL","Sigma Airlines Inc.","No",3,30,21,0,0,42,259,-84.3319,33.8241,-80.0155,32.9023,NA
"1479","Los Angeles","California","San Diego","California","Eco Plus",80,"Female","Personal Travel",1,2008,1,"Blue",0,0.6,8,165,110,"OO","Northwest Business Airlines Inc.","No",2,17,18,0,0,32,109,-118.1043,33.9827,-117.1288,32.9287,NA
"1480","Denver","Colorado","Houston","Texas","Eco",63,"Female","Personal Travel",1,2009,12,"Blue",0,-0.6,4,2,40,"OU","Oursin Airlines Inc.","No",1,4,6,10,30,112,862,-104.9551,39.7108,-95.3935,29.7843,NA
"1481","Asheville","North Carolina","Atlanta","Georgia","Eco",34,"Male","Business travel",0,2005,21,"Silver",1,-0.0769,9,50,120,"EV","FlyFast Airways Inc.","No",1,27,12,0,0,35,164,-82.6642,35.5371,-84.3319,33.8241,NA
"1482","Houston","Texas","Omaha","Nebraska","Business",24,"Male","Business travel",2,2003,22,"Blue",0,-0.6296,6,0,15,"EV","FlyFast Airways Inc.","No",3,1,19,4,3,104,781,-95.3935,29.7843,-96.0346,41.2349,NA
"1483","Los Angeles","California","Chicago","Illinois","Eco",65,"Female","Personal Travel",1,2006,35,"Blue",0,-0.8919,7,6,20,"AA","Paul Smith Airlines Inc.","No",3,17,8,15,0,196,1744,-118.1043,33.9827,-87.8954,41.8271,NA
"1484","Las Vegas","Nevada","Lubbock","Texas","Eco",28,"Female","Personal Travel",2,2011,13,"Blue",2,0,4,120,30,"WN","Cheapseats Airlines Inc.","No",2,10,16,112,118,96,775,-115.1672,36.1349,-101.8932,33.5592,NA
"1485","New York","New York","San Juan","Puerto Rico","Eco",44,"Female","Personal Travel",1,2003,29,"Blue",0,-0.5676,3,0,0,"B6","OnlyJets Airlines Inc.","No",3,11,23,0,0,187,1598,-73.9702,40.7184,-66.1162,18.2882,NA
"1486","Houston","Texas","Miami","Florida","Eco",80,"Female","Personal Travel",2,2009,18,"Blue",0,-0.6364,5,15,90,"OU","Oursin Airlines Inc.","No",1,6,14,97,94,113,964,-95.3935,29.7843,-80.2314,26.1756,NA
"1487","Chicago","Illinois","State College","Pennsylvania","Eco",51,"Female","Business travel",1,2010,4,"Gold",0,0,10,0,90,"EV","FlyFast Airways Inc.","No",2,2,13,0,0,67,528,-87.8954,41.8271,-77.8582,40.7993,NA
"1488","Los Angeles","California","Santa Barbara","California","Eco Plus",23,"Male","Business travel",2,2011,15,"Silver",0,-0.7647,8,0,90,"OO","Northwest Business Airlines Inc.","No",1,30,21,62,61,20,89,-118.1043,33.9827,-119.7241,34.4275,NA
"1489","Phoenix","Arizona","San Diego","California","Eco",45,"Male","Personal Travel",1,2008,22,"Blue",0,-0.76,9,0,30,"US","Southeast Airlines Co.","No",2,5,18,0,2,53,304,-111.97,33.4941,-117.1288,32.9287,NA
